"","age","gender","split","final"
"15797",46,"M","01:53:21","04:32:32"
"15798",33,"M","02:00:01","04:32:32"
"15799",48,"M","01:47:21","04:32:32"
"15800",49,"W","01:58:10","04:32:33"
"15801",27,"M","01:58:35","04:32:33"
"15802",34,"W","02:04:19","04:32:33"
"15803",36,"W","02:07:17","04:32:33"
"15804",24,"M","01:57:20","04:32:33"
"15805",33,"W","02:02:16","04:32:33"
"15806",39,"W","01:54:44","04:32:33"
"15807",37,"W","02:02:39","04:32:35"
"15808",42,"W","02:02:38","04:32:35"
"15809",51,"M","01:57:30","04:32:36"
"15810",39,"M","01:56:44","04:32:36"
"15811",47,"W","01:58:12","04:32:36"
"15812",40,"W","02:01:48","04:32:36"
"15813",34,"W","01:59:36","04:32:37"
"15814",47,"M","01:55:21","04:32:38"
"15815",39,"W","02:04:44","04:32:38"
"15816",37,"M","02:04:16","04:32:38"
"15817",54,"M","01:49:33","04:32:38"
"15818",37,"M","02:35:50","04:32:39"
"15819",37,"M","02:05:39","04:32:39"
"15820",35,"M","01:57:51","04:32:40"
"15821",47,"M","02:01:57","04:32:40"
"15822",49,"M","01:47:47","04:32:40"
"15823",27,"W","01:58:39","04:32:40"
"15824",50,"M","01:56:10","04:32:40"
"15825",42,"W","01:58:15","04:32:40"
"15826",47,"W","02:04:31","04:32:40"
"15827",44,"M","02:03:27","04:32:40"
"15828",52,"M","01:54:08","04:32:41"
"15829",48,"M","02:10:09","04:32:41"
"15830",37,"M","01:55:21","04:32:42"
"15831",29,"W","02:00:41","04:32:42"
"15832",33,"M","01:57:10","04:32:43"
"15833",56,"M","01:55:11","04:32:43"
"15834",26,"M","01:52:09","04:32:43"
"15835",26,"M","01:58:13","04:32:43"
"15836",18,"M","01:56:43","04:32:43"
"15837",30,"W","01:54:46","04:32:44"
"15838",35,"M","01:52:03","04:32:45"
"15839",51,"M","01:59:20","04:32:45"
"15840",43,"M","02:08:22","04:32:45"
"15841",32,"M","01:58:10","04:32:45"
"15842",35,"W","01:54:33","04:32:46"
"15843",37,"M","01:57:12","04:32:46"
"15844",57,"M","02:01:50","04:32:46"
"15845",29,"M","02:00:42","04:32:46"
"15846",54,"M","01:50:00","04:32:46"
"15847",26,"W","02:02:31","04:32:46"
"15848",29,"M","01:54:42","04:32:46"
"15849",31,"M","01:58:28","04:32:46"
"15850",40,"M","01:55:02","04:32:47"
"15851",50,"W","01:56:23","04:32:47"
"15852",41,"W","02:01:22","04:32:47"
"15853",25,"W","02:00:47","04:32:47"
"15854",61,"M","01:40:24","04:32:47"
"15855",42,"M","01:47:20","04:32:48"
"15856",27,"W","01:51:04","04:32:48"
"15857",34,"W","02:00:29","04:32:48"
"15858",28,"W","02:02:25","04:32:48"
"15859",19,"M","01:58:19","04:32:48"
"15860",41,"W","01:58:41","04:32:49"
"15861",47,"M","01:53:22","04:32:49"
"15862",49,"M","01:59:08","04:32:49"
"15863",24,"W","02:01:58","04:32:49"
"15864",34,"M","01:57:01","04:32:49"
"15865",64,"M","01:56:47","04:32:50"
"15866",38,"M","01:45:59","04:32:50"
"15867",34,"W","01:58:00","04:32:50"
"15868",35,"M","02:07:52","04:32:50"
"15869",39,"W","01:50:26","04:32:50"
"15870",64,"M","02:06:07","04:32:50"
"15871",29,"W","02:01:22","04:32:50"
"15872",30,"W","02:02:07","04:32:51"
"15873",46,"M","02:01:42","04:32:51"
"15874",32,"M","01:54:37","04:32:51"
"15875",58,"M","01:55:54","04:32:52"
"15876",40,"M","02:00:30","04:32:52"
"15877",36,"M","01:47:50","04:32:52"
"15878",54,"M","01:54:30","04:32:52"
"15879",32,"M","01:54:03","04:32:53"
"15880",29,"W","02:04:13","04:32:53"
"15881",42,"W","01:56:06","04:32:54"
"15882",39,"M","01:54:49","04:32:54"
"15883",39,"M","01:53:47","04:32:54"
"15884",50,"M","01:57:07","04:32:54"
"15885",33,"M","02:04:03","04:32:55"
"15886",57,"M","02:06:51","04:32:55"
"15887",43,"M","01:46:35","04:32:56"
"15888",32,"W","01:50:35","04:32:56"
"15889",45,"M","02:05:52","04:32:57"
"15890",40,"M","01:59:51","04:32:57"
"15891",28,"W","02:09:50","04:32:57"
"15892",36,"M","02:15:47","04:32:57"
"15893",53,"M","02:00:59","04:32:57"
"15894",45,"W","01:52:57","04:32:57"
"15895",45,"M","01:49:38","04:32:58"
"15896",36,"W","01:59:48","04:32:58"
"15897",61,"M","02:05:10","04:32:58"
"15898",50,"W","02:04:03","04:32:58"
"15899",32,"W","02:12:23","04:32:59"
"15900",42,"M","01:51:27","04:32:59"
"15901",43,"M","02:00:11","04:32:59"
"15902",40,"M","01:49:59","04:33:00"
"15903",54,"W","02:01:23","04:33:00"
"15904",28,"W","02:03:07","04:33:00"
"15905",45,"M","02:06:28","04:33:00"
"15906",38,"M","01:49:04","04:33:01"
"15907",44,"M","01:55:56","04:33:01"
"15908",46,"W","02:05:39","04:33:01"
"15909",33,"M","01:53:31","04:33:01"
"15910",47,"W","02:08:50","04:33:01"
"15911",47,"M","01:59:33","04:33:01"
"15912",48,"W","01:58:20","04:33:02"
"15913",33,"M","01:58:59","04:33:02"
"15914",46,"M","01:58:24","04:33:02"
"15915",61,"M","01:59:31","04:33:02"
"15916",52,"M","01:45:12","04:33:02"
"15917",28,"M","02:05:34","04:33:03"
"15918",44,"M","01:55:30","04:33:03"
"15919",50,"M","01:57:58","04:33:03"
"15920",35,"W","02:01:02","04:33:03"
"15921",37,"M","01:54:52","04:33:03"
"15922",31,"M","01:46:27","04:33:04"
"15923",31,"M","01:46:35","04:33:04"
"15924",27,"W","01:56:59","04:33:04"
"15925",43,"M","01:55:26","04:33:04"
"15926",29,"W","02:02:51","04:33:04"
"15927",30,"M","01:56:06","04:33:04"
"15928",44,"M","01:56:26","04:33:05"
"15929",42,"M","01:58:13","04:33:05"
"15930",49,"W","01:56:24","04:33:05"
"15931",42,"M","02:04:17","04:33:05"
"15932",36,"W","01:57:11","04:33:06"
"15933",37,"M","02:00:29","04:33:06"
"15934",40,"M","01:52:58","04:33:07"
"15935",29,"M","01:56:34","04:33:07"
"15936",33,"M","01:58:56","04:33:07"
"15937",55,"W","02:00:21","04:33:07"
"15938",42,"W","01:58:10","04:33:08"
"15939",23,"W","01:55:43","04:33:08"
"15940",42,"M","01:54:40","04:33:09"
"15941",36,"M","01:59:20","04:33:09"
"15942",40,"M","01:52:51","04:33:09"
"15943",37,"W","02:03:01","04:33:09"
"15944",30,"M","01:58:24","04:33:09"
"15945",47,"W","02:04:02","04:33:09"
"15946",41,"W","02:05:45","04:33:11"
"15947",38,"M","02:00:07","04:33:12"
"15948",42,"M","01:57:26","04:33:12"
"15949",62,"M","01:56:14","04:33:12"
"15950",35,"M","01:47:37","04:33:12"
"15951",30,"M","02:00:11","04:33:12"
"15952",36,"W","01:59:48","04:33:13"
"15953",31,"W","02:01:16","04:33:13"
"15954",31,"M","01:58:23","04:33:14"
"15955",51,"M","01:59:40","04:33:14"
"15956",38,"M","02:02:23","04:33:14"
"15957",40,"W","02:01:54","04:33:14"
"15958",40,"M","01:50:25","04:33:14"
"15959",44,"W","02:01:50","04:33:15"
"15960",22,"W","02:03:58","04:33:15"
"15961",62,"M","01:57:57","04:33:15"
"15962",31,"M","02:00:14","04:33:15"
"15963",54,"M","01:55:53","04:33:15"
"15964",45,"M","01:51:31","04:33:15"
"15965",38,"W","01:53:23","04:33:15"
"15966",37,"M","01:55:56","04:33:16"
"15967",56,"M","02:08:24","04:33:16"
"15968",50,"M","01:59:41","04:33:16"
"15969",49,"M","01:56:23","04:33:17"
"15970",39,"W","02:07:51","04:33:17"
"15971",31,"M","02:00:50","04:33:17"
"15972",26,"M","02:02:12","04:33:17"
"15973",39,"M","02:01:58","04:33:17"
"15974",39,"M","02:02:36","04:33:17"
"15975",48,"M","02:02:56","04:33:18"
"15976",33,"W","02:06:00","04:33:18"
"15977",55,"M","01:47:10","04:33:18"
"15978",36,"M","01:53:55","04:33:19"
"15979",50,"W","02:06:00","04:33:19"
"15980",50,"W","01:54:42","04:33:20"
"15981",51,"M","01:55:26","04:33:20"
"15982",49,"M","02:01:17","04:33:21"
"15983",36,"W","02:01:05","04:33:21"
"15984",45,"M","01:58:27","04:33:21"
"15985",61,"M","02:01:19","04:33:21"
"15986",37,"W","02:04:24","04:33:21"
"15987",65,"M","01:59:07","04:33:22"
"15988",58,"M","01:57:18","04:33:22"
"15989",28,"W","01:52:51","04:33:22"
"15990",47,"M","01:54:05","04:33:22"
"15991",51,"M","02:06:40","04:33:22"
"15992",48,"M","01:58:47","04:33:23"
"15993",40,"W","01:48:37","04:33:23"
"15994",28,"W","01:56:14","04:33:23"
"15995",24,"M","01:56:16","04:33:24"
"15996",48,"M","01:56:52","04:33:24"
"15997",31,"M","01:55:56","04:33:24"
"15998",59,"M","02:01:44","04:33:24"
"15999",31,"M","01:54:49","04:33:25"
"16000",37,"W","01:56:53","04:33:25"
"16001",34,"M","02:01:10","04:33:25"
"16002",47,"M","02:06:06","04:33:26"
"16003",34,"M","02:05:15","04:33:26"
"16004",48,"W","02:06:20","04:33:26"
"16005",34,"M","02:04:28","04:33:26"
"16006",24,"W","01:56:34","04:33:27"
"16007",55,"M","01:53:08","04:33:27"
"16008",39,"M","01:42:48","04:33:27"
"16009",25,"M","02:05:44","04:33:27"
"16010",29,"M","02:02:20","04:33:28"
"16011",39,"M","02:05:55","04:33:28"
"16012",48,"M","01:57:53","04:33:28"
"16013",40,"M","01:53:08","04:33:29"
"16014",25,"M","01:57:02","04:33:29"
"16015",39,"M","02:02:09","04:33:29"
"16016",45,"M","01:53:56","04:33:30"
"16017",42,"M","02:09:23","04:33:30"
"16018",26,"W","01:54:40","04:33:31"
"16019",34,"M","01:51:29","04:33:31"
"16020",32,"M","01:59:02","04:33:31"
"16021",32,"M","01:57:37","04:33:31"
"16022",36,"M","02:02:33","04:33:32"
"16023",47,"M","02:00:04","04:33:32"
"16024",40,"M","01:58:07","04:33:32"
"16025",49,"M","01:55:46","04:33:32"
"16026",47,"M","02:01:39","04:33:33"
"16027",45,"M","01:54:35","04:33:34"
"16028",38,"M","01:59:42","04:33:34"
"16029",24,"M","01:47:21","04:33:34"
"16030",42,"M","02:01:11","04:33:35"
"16031",56,"M","01:52:54","04:33:35"
"16032",45,"M","01:53:57","04:33:35"
"16033",27,"W","02:00:18","04:33:36"
"16034",24,"W","01:59:31","04:33:36"
"16035",35,"M","01:50:24","04:33:36"
"16036",46,"M","02:07:37","04:33:37"
"16037",46,"M","01:52:29","04:33:38"
"16038",28,"W","02:00:29","04:33:38"
"16039",30,"M","01:55:03","04:33:40"
"16040",46,"M","02:00:41","04:33:41"
"16041",45,"M","01:58:55","04:33:42"
"16042",41,"M","02:00:31","04:33:43"
"16043",36,"M","01:57:03","04:33:43"
"16044",32,"W","01:54:01","04:33:43"
"16045",58,"M","02:07:31","04:33:43"
"16046",43,"M","02:08:02","04:33:44"
"16047",56,"M","02:06:03","04:33:44"
"16048",54,"W","01:58:09","04:33:44"
"16049",37,"M","01:58:48","04:33:45"
"16050",32,"M","01:54:09","04:33:45"
"16051",26,"M","01:59:52","04:33:45"
"16052",34,"W","02:09:31","04:33:46"
"16053",31,"M","01:59:42","04:33:46"
"16054",31,"M","02:03:38","04:33:46"
"16055",33,"W","01:53:58","04:33:46"
"16056",41,"M","01:57:01","04:33:47"
"16057",36,"M","01:55:55","04:33:47"
"16058",49,"M","01:55:44","04:33:47"
"16059",32,"M","01:55:25","04:33:47"
"16060",48,"W","02:04:17","04:33:47"
"16061",37,"M","02:07:09","04:33:48"
"16062",49,"M","02:06:51","04:33:48"
"16063",47,"M","02:02:46","04:33:48"
"16064",38,"W","01:59:34","04:33:48"
"16065",46,"M","02:01:56","04:33:49"
"16066",34,"W","02:01:04","04:33:50"
"16067",40,"M","02:08:39","04:33:50"
"16068",36,"W","01:58:13","04:33:50"
"16069",64,"M","01:54:27","04:33:51"
"16070",63,"M","01:56:37","04:33:51"
"16071",28,"M","02:10:07","04:33:52"
"16072",51,"M","01:49:19","04:33:52"
"16073",43,"W","02:00:15","04:33:52"
"16074",25,"W","02:08:21","04:33:52"
"16075",44,"M","02:03:15","04:33:53"
"16076",25,"M","01:54:47","04:33:53"
"16077",38,"W","02:04:51","04:33:53"
"16078",42,"W","02:05:46","04:33:53"
"16079",42,"M","01:56:16","04:33:53"
"16080",43,"M","01:54:54","04:33:53"
"16081",34,"W","02:08:15","04:33:53"
"16082",48,"M","01:53:27","04:33:54"
"16083",32,"M","01:57:47","04:33:54"
"16084",51,"M","02:04:34","04:33:54"
"16085",43,"M","02:00:01","04:33:54"
"16086",38,"M","01:59:37","04:33:55"
"16087",32,"M","01:52:20","04:33:55"
"16088",51,"M","02:07:16","04:33:55"
"16089",42,"M","01:47:28","04:33:55"
"16090",28,"M","01:59:04","04:33:55"
"16091",38,"M","02:03:05","04:33:55"
"16092",28,"M","01:56:29","04:33:56"
"16093",31,"M","01:55:30","04:33:56"
"16094",39,"M","02:01:23","04:33:56"
"16095",34,"W","02:01:25","04:33:56"
"16096",32,"M","01:50:01","04:33:56"
"16097",44,"M","02:08:51","04:33:57"
"16098",40,"W","02:01:01","04:33:57"
"16099",25,"M","02:04:00","04:33:58"
"16100",26,"W","01:51:02","04:33:58"
"16101",41,"W","01:58:47","04:33:59"
"16102",38,"M","01:54:05","04:33:59"
"16103",29,"W","01:58:21","04:33:59"
"16104",44,"M","01:49:44","04:33:59"
"16105",34,"W","02:05:28","04:33:59"
"16106",60,"M","01:53:55","04:33:59"
"16107",43,"W","02:00:53","04:34:00"
"16108",38,"M","02:02:00","04:34:00"
"16109",56,"M","01:56:26","04:34:00"
"16110",38,"W","01:55:40","04:34:00"
"16111",43,"M","02:01:31","04:34:01"
"16112",43,"M","01:49:03","04:34:01"
"16113",29,"M","01:46:15","04:34:01"
"16114",49,"M","01:58:25","04:34:02"
"16115",23,"W","02:07:48","04:34:02"
"16116",51,"M","01:57:11","04:34:02"
"16117",36,"W","01:59:02","04:34:02"
"16118",51,"M","01:58:11","04:34:02"
"16119",29,"W","01:59:39","04:34:02"
"16120",40,"W","02:02:15","04:34:03"
"16121",44,"W","02:00:13","04:34:03"
"16122",41,"W","02:04:27","04:34:03"
"16123",46,"M","01:50:38","04:34:03"
"16124",46,"M","01:50:44","04:34:03"
"16125",42,"W","01:52:03","04:34:04"
"16126",48,"M","01:50:20","04:34:04"
"16127",26,"W","02:03:05","04:34:05"
"16128",28,"W","02:03:38","04:34:05"
"16129",49,"M","02:02:56","04:34:05"
"16130",36,"M","01:52:36","04:34:05"
"16131",25,"M","01:51:14","04:34:05"
"16132",35,"M","01:59:07","04:34:05"
"16133",26,"M","01:51:27","04:34:05"
"16134",56,"M","01:57:11","04:34:06"
"16135",37,"M","01:58:03","04:34:06"
"16136",40,"W","02:00:36","04:34:06"
"16137",45,"M","01:56:53","04:34:07"
"16138",25,"M","01:58:36","04:34:07"
"16139",48,"M","01:58:04","04:34:07"
"16140",38,"W","01:58:35","04:34:07"
"16141",26,"W","01:57:34","04:34:07"
"16142",34,"M","02:11:26","04:34:07"
"16143",40,"W","02:00:07","04:34:07"
"16144",46,"M","02:00:24","04:34:07"
"16145",54,"W","01:57:00","04:34:08"
"16146",49,"M","01:58:22","04:34:08"
"16147",42,"M","02:00:45","04:34:09"
"16148",36,"W","01:55:36","04:34:09"
"16149",35,"M","01:52:56","04:34:09"
"16150",33,"W","01:54:16","04:34:10"
"16151",49,"W","02:07:40","04:34:10"
"16152",41,"M","02:04:24","04:34:10"
"16153",37,"M","01:58:58","04:34:10"
"16154",22,"M","01:50:46","04:34:10"
"16155",51,"M","01:55:40","04:34:10"
"16156",36,"W","02:00:56","04:34:11"
"16157",43,"M","01:55:02","04:34:11"
"16158",52,"M","01:56:14","04:34:11"
"16159",27,"M","01:59:03","04:34:11"
"16160",37,"M","01:48:42","04:34:11"
"16161",41,"M","02:02:59","04:34:11"
"16162",52,"M","01:52:06","04:34:12"
"16163",30,"W","02:00:53","04:34:12"
"16164",51,"M","02:02:02","04:34:12"
"16165",30,"M","02:03:51","04:34:13"
"16166",30,"M","01:57:29","04:34:13"
"16167",39,"M","01:52:52","04:34:13"
"16168",45,"M","01:50:56","04:34:13"
"16169",30,"W","01:57:19","04:34:14"
"16170",54,"M","01:57:09","04:34:14"
"16171",41,"W","02:02:48","04:34:14"
"16172",63,"M","02:00:19","04:34:15"
"16173",53,"M","01:53:48","04:34:16"
"16174",39,"M","01:59:26","04:34:16"
"16175",27,"M","02:06:55","04:34:16"
"16176",44,"M","02:00:39","04:34:16"
"16177",40,"W","02:02:49","04:34:17"
"16178",39,"M","01:57:56","04:34:17"
"16179",43,"M","01:53:13","04:34:18"
"16180",45,"M","01:59:05","04:34:18"
"16181",42,"W","01:58:18","04:34:19"
"16182",39,"W","01:50:40","04:34:19"
"16183",38,"M","02:08:50","04:34:20"
"16184",53,"W","01:57:10","04:34:20"
"16185",44,"W","01:55:31","04:34:20"
"16186",59,"M","01:58:34","04:34:20"
"16187",30,"W","01:56:44","04:34:20"
"16188",63,"M","01:59:18","04:34:20"
"16189",46,"W","02:00:51","04:34:21"
"16190",50,"W","02:07:44","04:34:21"
"16191",29,"M","01:46:39","04:34:21"
"16192",42,"M","02:01:06","04:34:21"
"16193",39,"M","01:49:04","04:34:22"
"16194",30,"M","02:11:19","04:34:22"
"16195",33,"W","02:01:54","04:34:22"
"16196",47,"M","01:54:24","04:34:22"
"16197",46,"W","02:03:08","04:34:22"
"16198",46,"M","02:04:17","04:34:22"
"16199",34,"W","02:08:26","04:34:22"
"16200",32,"M","01:55:39","04:34:22"
"16201",41,"W","02:01:16","04:34:22"
"16202",47,"M","01:58:25","04:34:22"
"16203",31,"M","02:00:33","04:34:23"
"16204",40,"M","01:54:07","04:34:23"
"16205",41,"M","02:00:35","04:34:23"
"16206",47,"M","01:57:34","04:34:23"
"16207",41,"M","01:57:01","04:34:23"
"16208",37,"W","02:04:11","04:34:23"
"16209",42,"M","02:00:42","04:34:23"
"16210",31,"W","02:01:25","04:34:24"
"16211",50,"M","01:59:06","04:34:24"
"16212",53,"M","01:56:19","04:34:24"
"16213",42,"M","01:44:56","04:34:25"
"16214",44,"M","01:53:17","04:34:25"
"16215",55,"W","02:04:02","04:34:25"
"16216",48,"W","02:00:33","04:34:26"
"16217",47,"M","02:05:11","04:34:26"
"16218",40,"M","01:56:47","04:34:27"
"16219",30,"W","01:58:01","04:34:27"
"16220",36,"M","01:56:49","04:34:28"
"16221",47,"M","01:56:51","04:34:28"
"16222",40,"M","01:52:45","04:34:28"
"16223",33,"M","02:00:46","04:34:28"
"16224",50,"M","01:56:22","04:34:29"
"16225",40,"M","01:44:19","04:34:29"
"16226",35,"M","02:00:56","04:34:29"
"16227",50,"M","01:52:29","04:34:29"
"16228",51,"W","02:02:57","04:34:29"
"16229",41,"W","01:58:23","04:34:30"
"16230",32,"W","01:59:17","04:34:30"
"16231",60,"M","02:05:53","04:34:30"
"16232",27,"M","02:00:39","04:34:30"
"16233",38,"M","01:58:32","04:34:30"
"16234",37,"M","01:55:38","04:34:31"
"16235",28,"M","01:53:02","04:34:31"
"16236",45,"M","01:50:00","04:34:31"
"16237",44,"M","01:49:47","04:34:31"
"16238",50,"M","01:57:35","04:34:31"
"16239",44,"M","01:53:56","04:34:31"
"16240",39,"M","01:57:13","04:34:32"
"16241",43,"M","01:59:43","04:34:32"
"16242",42,"W","01:59:04","04:34:32"
"16243",51,"M","01:57:54","04:34:33"
"16244",31,"W","02:02:59","04:34:33"
"16245",32,"M","01:49:51","04:34:33"
"16246",49,"M","01:53:15","04:34:33"
"16247",48,"M","01:58:38","04:34:33"
"16248",44,"M","02:01:11","04:34:33"
"16249",40,"W","02:04:00","04:34:33"
"16250",37,"W","01:55:33","04:34:34"
"16251",36,"W","02:03:26","04:34:34"
"16252",35,"M","01:58:54","04:34:35"
"16253",42,"M","01:56:04","04:34:35"
"16254",51,"M","01:52:35","04:34:35"
"16255",28,"W","02:03:27","04:34:35"
"16256",26,"M","01:56:20","04:34:36"
"16257",44,"M","01:56:05","04:34:36"
"16258",47,"M","01:57:08","04:34:36"
"16259",46,"M","01:57:28","04:34:36"
"16260",67,"M","02:04:05","04:34:36"
"16261",39,"W","02:00:12","04:34:37"
"16262",44,"M","02:04:48","04:34:38"
"16263",49,"M","01:51:59","04:34:38"
"16264",27,"W","01:57:25","04:34:39"
"16265",39,"M","01:46:49","04:34:39"
"16266",39,"W","01:59:47","04:34:39"
"16267",51,"M","02:00:05","04:34:39"
"16268",46,"M","01:54:36","04:34:39"
"16269",35,"M","01:47:45","04:34:39"
"16270",44,"M","01:53:32","04:34:39"
"16271",32,"W","01:59:22","04:34:40"
"16272",42,"M","01:55:44","04:34:40"
"16273",41,"M","02:00:48","04:34:40"
"16274",48,"M","01:52:36","04:34:40"
"16275",35,"W","02:01:20","04:34:40"
"16276",44,"M","01:56:02","04:34:41"
"16277",27,"M","01:53:12","04:34:41"
"16278",49,"M","01:50:56","04:34:41"
"16279",47,"M","01:57:05","04:34:41"
"16280",61,"M","02:02:34","04:34:41"
"16281",33,"W","01:55:51","04:34:41"
"16282",40,"M","01:52:44","04:34:42"
"16283",28,"W","01:51:57","04:34:42"
"16284",46,"M","01:52:17","04:34:43"
"16285",40,"M","01:48:36","04:34:43"
"16286",43,"M","02:05:48","04:34:43"
"16287",51,"W","02:06:47","04:34:43"
"16288",37,"M","01:53:04","04:34:43"
"16289",47,"M","02:06:32","04:34:43"
"16290",40,"W","01:59:51","04:34:44"
"16291",37,"W","02:04:43","04:34:44"
"16292",43,"M","02:00:10","04:34:44"
"16293",49,"M","01:58:06","04:34:44"
"16294",30,"W","01:55:55","04:34:44"
"16295",30,"M","02:04:47","04:34:45"
"16296",43,"M","01:49:12","04:34:46"
"16297",37,"M","01:59:15","04:34:46"
"16298",41,"M","01:55:21","04:34:47"
"16299",38,"W","01:52:11","04:34:47"
"16300",44,"M","01:51:06","04:34:47"
"16301",40,"M","01:57:58","04:34:47"
"16302",51,"M","01:58:30","04:34:47"
"16303",42,"M","02:02:08","04:34:47"
"16304",34,"W","01:51:10","04:34:47"
"16305",27,"W","02:08:05","04:34:47"
"16306",41,"W","02:04:55","04:34:48"
"16307",38,"M","01:47:04","04:34:48"
"16308",25,"M","01:51:10","04:34:49"
"16309",48,"M","01:55:23","04:34:49"
"16310",40,"M","02:05:52","04:34:49"
"16311",27,"M","02:00:28","04:34:49"
"16312",28,"W","01:59:52","04:34:49"
"16313",32,"W","02:01:21","04:34:50"
"16314",52,"M","01:57:51","04:34:50"
"16315",40,"M","01:58:25","04:34:50"
"16316",40,"M","01:47:13","04:34:50"
"16317",45,"W","02:00:02","04:34:50"
"16318",33,"W","01:57:21","04:34:50"
"16319",39,"W","01:57:30","04:34:50"
"16320",58,"M","02:06:41","04:34:51"
"16321",36,"W","01:57:03","04:34:51"
"16322",37,"M","01:55:58","04:34:51"
"16323",36,"M","01:53:43","04:34:51"
"16324",34,"M","02:01:40","04:34:52"
"16325",42,"M","01:59:04","04:34:52"
"16326",41,"M","02:02:47","04:34:52"
"16327",37,"W","01:56:58","04:34:52"
"16328",32,"M","01:59:40","04:34:52"
"16329",43,"W","01:51:23","04:34:53"
"16330",48,"M","02:03:01","04:34:53"
"16331",58,"M","01:53:28","04:34:53"
"16332",48,"M","01:51:57","04:34:53"
"16333",48,"M","01:59:22","04:34:53"
"16334",57,"W","02:08:18","04:34:53"
"16335",47,"M","01:55:22","04:34:54"
"16336",41,"M","01:50:31","04:34:55"
"16337",40,"M","01:56:37","04:34:55"
"16338",41,"W","02:05:53","04:34:55"
"16339",40,"M","01:52:28","04:34:56"
"16340",29,"M","01:56:07","04:34:57"
"16341",39,"W","01:57:27","04:34:57"
"16342",64,"M","01:59:48","04:34:58"
"16343",32,"M","01:58:35","04:34:58"
"16344",33,"W","01:49:42","04:34:58"
"16345",42,"M","01:47:58","04:34:58"
"16346",31,"W","02:02:57","04:34:58"
"16347",26,"W","01:58:51","04:34:59"
"16348",22,"W","01:58:13","04:34:59"
"16349",38,"M","01:57:52","04:35:00"
"16350",47,"M","01:55:42","04:35:00"
"16351",39,"M","02:01:18","04:35:00"
"16352",37,"M","02:03:02","04:35:00"
"16353",37,"M","01:51:52","04:35:00"
"16354",55,"M","01:55:53","04:35:01"
"16355",29,"M","01:59:58","04:35:01"
"16356",49,"M","01:59:23","04:35:01"
"16357",39,"W","01:59:09","04:35:01"
"16358",29,"M","01:54:57","04:35:02"
"16359",37,"M","01:43:44","04:35:02"
"16360",62,"M","01:52:25","04:35:03"
"16361",39,"M","01:58:56","04:35:03"
"16362",29,"M","01:55:33","04:35:03"
"16363",27,"W","02:04:12","04:35:03"
"16364",47,"M","01:50:20","04:35:03"
"16365",39,"M","01:48:20","04:35:04"
"16366",34,"W","02:06:46","04:35:04"
"16367",24,"W","01:54:33","04:35:04"
"16368",28,"M","01:59:08","04:35:04"
"16369",33,"W","02:01:53","04:35:04"
"16370",41,"W","02:00:31","04:35:04"
"16371",53,"M","01:55:19","04:35:05"
"16372",30,"M","01:54:59","04:35:05"
"16373",44,"W","02:00:07","04:35:06"
"16374",24,"M","01:56:43","04:35:06"
"16375",48,"M","01:56:02","04:35:06"
"16376",35,"W","01:59:24","04:35:06"
"16377",22,"M","01:59:33","04:35:07"
"16378",33,"W","02:00:38","04:35:07"
"16379",47,"M","02:08:22","04:35:07"
"16380",28,"M","01:46:46","04:35:07"
"16381",31,"M","01:49:11","04:35:07"
"16382",28,"M","01:53:22","04:35:07"
"16383",41,"W","02:00:23","04:35:08"
"16384",41,"W","01:58:37","04:35:08"
"16385",50,"M","02:00:07","04:35:08"
"16386",37,"M","01:44:31","04:35:08"
"16387",40,"W","02:00:07","04:35:09"
"16388",40,"M","01:55:36","04:35:09"
"16389",56,"M","01:58:32","04:35:09"
"16390",38,"M","02:04:37","04:35:09"
"16391",28,"M","01:57:12","04:35:09"
"16392",38,"M","01:52:46","04:35:09"
"16393",53,"M","01:52:11","04:35:09"
"16394",50,"W","01:54:07","04:35:10"
"16395",37,"M","01:54:44","04:35:10"
"16396",52,"W","01:58:54","04:35:10"
"16397",50,"W","01:53:35","04:35:10"
"16398",36,"M","01:53:20","04:35:11"
"16399",60,"M","02:00:08","04:35:11"
"16400",34,"M","02:02:07","04:35:11"
"16401",43,"W","01:55:34","04:35:12"
"16402",41,"M","01:56:25","04:35:12"
"16403",41,"M","01:50:03","04:35:12"
"16404",24,"M","01:48:26","04:35:12"
"16405",38,"M","01:58:18","04:35:13"
"16406",60,"M","02:01:58","04:35:13"
"16407",35,"M","01:59:57","04:35:13"
"16408",51,"M","02:05:02","04:35:13"
"16409",57,"M","01:56:02","04:35:13"
"16410",36,"W","02:02:48","04:35:13"
"16411",47,"M","01:58:36","04:35:13"
"16412",44,"M","02:06:05","04:35:14"
"16413",28,"W","01:57:00","04:35:14"
"16414",35,"M","01:54:05","04:35:15"
"16415",33,"W","02:05:12","04:35:15"
"16416",37,"M","01:55:01","04:35:15"
"16417",32,"M","01:52:09","04:35:15"
"16418",45,"M","01:54:42","04:35:16"
"16419",37,"M","01:54:10","04:35:16"
"16420",43,"M","02:02:14","04:35:16"
"16421",38,"M","01:56:22","04:35:16"
"16422",43,"M","01:55:36","04:35:16"
"16423",36,"M","02:00:18","04:35:17"
"16424",54,"M","02:03:40","04:35:17"
"16425",47,"W","01:57:53","04:35:18"
"16426",26,"W","02:02:42","04:35:18"
"16427",39,"M","01:58:57","04:35:18"
"16428",29,"M","01:56:07","04:35:18"
"16429",35,"W","02:03:12","04:35:18"
"16430",42,"M","01:55:13","04:35:18"
"16431",36,"W","01:49:34","04:35:18"
